"Location","Education","TimeFrame","EducationNumber","Population"
"Nevada","Graduate degree",2012-01-01,"104000","1477029"
"Nevada","Not a high school graduate",2011-01-01,"232000","1467660"
"Nevada","High school diploma or GED",2011-01-01,"798000","1467660"
"Nevada","Associate Degree",2011-01-01,"112000","1467660"
"Nevada","Bachelor's Degree",2011-01-01,"225000","1467660"
"Nevada","Graduate degree",2011-01-01,"104000","1467660"
"Nevada","Not a high school graduate",2010-01-01,"216000","1463407"
"Nevada","High school diploma or GED",2010-01-01,"815000","1463407"
"Nevada","Associate Degree",2010-01-01,"108000","1463407"
"Nevada","Bachelor's Degree",2010-01-01,"218000","1463407"
"Nevada","Graduate degree",2010-01-01,"104000","1463407"
"Nevada","Not a high school graduate",2015-01-01,"224000","1532638"
"Nevada","High school diploma or GED",2015-01-01,"834000","1532638"
"Nevada","Associate Degree",2015-01-01,"130000","1532638"
"Nevada","Bachelor's Degree",2015-01-01,"242000","1532638"
"Nevada","Graduate degree",2015-01-01,"116000","1532638"
"Nevada","Not a high school graduate",2014-01-01,"226000","1507355"
"Nevada","High school diploma or GED",2014-01-01,"818000","1507355"
"Nevada","Associate Degree",2014-01-01,"126000","1507355"
"Nevada","Bachelor's Degree",2014-01-01,"235000","1507355"
"Nevada","Graduate degree",2014-01-01,"114000","1507355"
"Nevada","Not a high school graduate",2013-01-01,"215000","1488482"
"Nevada","High school diploma or GED",2013-01-01,"813000","1488482"
"Nevada","Associate Degree",2013-01-01,"127000","1488482"
"Nevada","Bachelor's Degree",2013-01-01,"230000","1488482"
"Nevada","Graduate degree",2013-01-01,"107000","1488482"
"New Hampshire","Not a high school graduate",2019-01-01,"43000","727559"
"New Hampshire","High school diploma or GED",2019-01-01,"328000","727559"
"New Hampshire","Associate Degree",2019-01-01,"75000","727559"
"New Hampshire","Bachelor's Degree",2019-01-01,"176000","727559"
"New Hampshire","Graduate degree",2019-01-01,"105000","727559"
"New Hampshire","Not a high school graduate",2018-01-01,"42000","726915"
"New Hampshire","High school diploma or GED",2018-01-01,"332000","726915"
"New Hampshire","Associate Degree",2018-01-01,"79000","726915"
"New Hampshire","Bachelor's Degree",2018-01-01,"171000","726915"
"New Hampshire","Graduate degree",2018-01-01,"102000","726915"
"New Hampshire","Not a high school graduate",2017-01-01,"43000","725947"
"New Hampshire","High school diploma or GED",2017-01-01,"324000","725947"
"New Hampshire","Associate Degree",2017-01-01,"78000","725947"
"New Hampshire","Bachelor's Degree",2017-01-01,"174000","725947"
"New Hampshire","Graduate degree",2017-01-01,"104000","725947"
"New Hampshire","Not a high school graduate",2016-01-01,"43000","724062"
"New Hampshire","High school diploma or GED",2016-01-01,"327000","724062"
"New Hampshire","Associate Degree",2016-01-01,"79000","724062"
"New Hampshire","Bachelor's Degree",2016-01-01,"175000","724062"
"New Hampshire","Graduate degree",2016-01-01,"96000","724062"
"New Hampshire","Not a high school graduate",2012-01-01,"49000","725816"
"New Hampshire","High school diploma or GED",2012-01-01,"338000","725816"
"New Hampshire","Associate Degree",2012-01-01,"75000","725816"
"New Hampshire","Bachelor's Degree",2012-01-01,"172000","725816"
"New Hampshire","Graduate degree",2012-01-01,"92000","725816"
"New Hampshire","Not a high school graduate",2011-01-01,"48000","728825"
"New Hampshire","High school diploma or GED",2011-01-01,"347000","728825"
"New Hampshire","Associate Degree",2011-01-01,"76000","728825"
"New Hampshire","Bachelor's Degree",2011-01-01,"165000","728825"
"New Hampshire","Graduate degree",2011-01-01,"93000","728825"
"New Hampshire","Not a high school graduate",2010-01-01,"47000","727922"
"New Hampshire","High school diploma or GED",2010-01-01,"347000","727922"
"New Hampshire","Associate Degree",2010-01-01,"80000","727922"
"New Hampshire","Bachelor's Degree",2010-01-01,"161000","727922"
"New Hampshire","Graduate degree",2010-01-01,"92000","727922"
"New Hampshire","Not a high school graduate",2015-01-01,"42000","722727"
"New Hampshire","High school diploma or GED",2015-01-01,"335000","722727"
"New Hampshire","Associate Degree",2015-01-01,"75000","722727"
"New Hampshire","Bachelor's Degree",2015-01-01,"169000","722727"
"New Hampshire","Graduate degree",2015-01-01,"97000","722727"
"New Hampshire","Not a high school graduate",2014-01-01,"44000","722982"
"New Hampshire","High school diploma or GED",2014-01-01,"337000","722982"
"New Hampshire","Associate Degree",2014-01-01,"78000","722982"
"New Hampshire","Bachelor's Degree",2014-01-01,"167000","722982"
"New Hampshire","Graduate degree",2014-01-01,"96000","722982"
"New Hampshire","Not a high school graduate",2013-01-01,"40000","722633"
"New Hampshire","High school diploma or GED",2013-01-01,"346000","722633"
"New Hampshire","Associate Degree",2013-01-01,"74000","722633"
"New Hampshire","Bachelor's Degree",2013-01-01,"172000","722633"
"New Hampshire","Graduate degree",2013-01-01,"90000","722633"
"New Jersey","Not a high school graduate",2019-01-01,"385000","4716903"
"New Jersey","High school diploma or GED",2019-01-01,"1932000","4716903"
"New Jersey","Associate Degree",2019-01-01,"323000","4716903"
"New Jersey","Bachelor's Degree",2019-01-01,"1295000","4716903"
"New Jersey","Graduate degree",2019-01-01,"782000","4716903"
"New Jersey","Not a high school graduate",2018-01-01,"390000","4732922"
"New Jersey","High school diploma or GED",2018-01-01,"1949000","4732922"
"New Jersey","Associate Degree",2018-01-01,"337000","4732922"
"New Jersey","Bachelor's Degree",2018-01-01,"1286000","4732922"
"New Jersey","Graduate degree",2018-01-01,"788000","4732922"
"New Jersey","Not a high school graduate",2017-01-01,"403000","4743013"
"New Jersey","High school diploma or GED",2017-01-01,"2021000","4743013"
"New Jersey","Associate Degree",2017-01-01,"350000","4743013"
"New Jersey","Bachelor's Degree",2017-01-01,"1263000","4743013"
"New Jersey","Graduate degree",2017-01-01,"781000","4743013"
"New Jersey","Not a high school graduate",2016-01-01,"428000","4744149"
"New Jersey","High school diploma or GED",2016-01-01,"2060000","4744149"
"New Jersey","Associate Degree",2016-01-01,"338000","4744149"
"New Jersey","Bachelor's Degree",2016-01-01,"1241000","4744149"
"New Jersey","Graduate degree",2016-01-01,"733000","4744149"
"New Jersey","Not a high school graduate",2012-01-01,"455000","4778370"
"New Jersey","High school diploma or GED",2012-01-01,"2145000","4778370"
"New Jersey","Associate Degree",2012-01-01,"327000","4778370"
"New Jersey","Bachelor's Degree",2012-01-01,"1181000","4778370"
"New Jersey","Graduate degree",2012-01-01,"691000","4778370"
"New Jersey","Not a high school graduate",2011-01-01,"461000","4792848"
"New Jersey","High school diploma or GED",2011-01-01,"2175000","4792848"
"New Jersey","Associate Degree",2011-01-01,"327000","4792848"
"New Jersey","Bachelor's Degree",2011-01-01,"1161000","4792848"
"New Jersey","Graduate degree",2011-01-01,"675000","4792848"
"New Jersey","Not a high school graduate",2010-01-01,"452000","4777878"
"New Jersey","High school diploma or GED",2010-01-01,"2163000","4777878"
"New Jersey","Associate Degree",2010-01-01,"328000","4777878"
"New Jersey","Bachelor's Degree",2010-01-01,"1166000","4777878"
"New Jersey","Graduate degree",2010-01-01,"672000","4777878"
"New Jersey","Not a high school graduate",2015-01-01,"436000","4753201"
"New Jersey","High school diploma or GED",2015-01-01,"2111000","4753201"
"New Jersey","Associate Degree",2015-01-01,"335000","4753201"
"New Jersey","Bachelor's Degree",2015-01-01,"1228000","4753201"
"New Jersey","Graduate degree",2015-01-01,"713000","4753201"
"New Jersey","Not a high school graduate",2014-01-01,"432000","4760822"
"New Jersey","High school diploma or GED",2014-01-01,"2114000","4760822"
"New Jersey","Bachelor's Degree",2014-01-01,"1221000","4760822"
"New Jersey","Graduate degree",2014-01-01,"710000","4760822"
"New Jersey","Associate Degree",2014-01-01,"339000","4760822"
"New Jersey","Not a high school graduate",2013-01-01,"447000","4769816"
"New Jersey","High school diploma or GED",2013-01-01,"2122000","4769816"
"New Jersey","Associate Degree",2013-01-01,"338000","4769816"
"New Jersey","Bachelor's Degree",2013-01-01,"1192000","4769816"
"New Jersey","Graduate degree",2013-01-01,"703000","4769816"
"New Mexico","Not a high school graduate",2019-01-01,"139000","1048026"
"New Mexico","High school diploma or GED",2019-01-01,"528000","1048026"
"New Mexico","Associate Degree",2019-01-01,"106000","1048026"
"New Mexico","Bachelor's Degree",2019-01-01,"163000","1048026"
"New Mexico","Graduate degree",2019-01-01,"112000","1048026"
"New Mexico","Not a high school graduate",2018-01-01,"145000","1048802"
"New Mexico","High school diploma or GED",2018-01-01,"537000","1048802"
"New Mexico","Associate Degree",2018-01-01,"91000","1048802"
"New Mexico","Bachelor's Degree",2018-01-01,"163000","1048802"
"New Mexico","Graduate degree",2018-01-01,"112000","1048802"
"New Mexico","Not a high school graduate",2017-01-01,"137000","1051627"
"New Mexico","High school diploma or GED",2017-01-01,"539000","1051627"
"New Mexico","Associate Degree",2017-01-01,"96000","1051627"
"New Mexico","Bachelor's Degree",2017-01-01,"160000","1051627"
"New Mexico","Graduate degree",2017-01-01,"110000","1051627"
"New Mexico","Not a high school graduate",2016-01-01,"142000","1054418"
"New Mexico","High school diploma or GED",2016-01-01,"534000","1054418"
"New Mexico","Associate Degree",2016-01-01,"98000","1054418"
"New Mexico","Bachelor's Degree",2016-01-01,"165000","1054418"
"New Mexico","Graduate degree",2016-01-01,"110000","1054418"
"New Mexico","Not a high school graduate",2012-01-01,"149000","1068902"
"New Mexico","High school diploma or GED",2012-01-01,"543000","1068902"
"New Mexico","Associate Degree",2012-01-01,"98000","1068902"
"New Mexico","Bachelor's Degree",2012-01-01,"164000","1068902"
"New Mexico","Graduate degree",2012-01-01,"112000","1068902"
"New Mexico","Not a high school graduate",2011-01-01,"162000","1073389"
"New Mexico","High school diploma or GED",2011-01-01,"546000","1073389"
"New Mexico","Associate Degree",2011-01-01,"89000","1073389"
"New Mexico","Bachelor's Degree",2011-01-01,"161000","1073389"
"New Mexico","Graduate degree",2011-01-01,"113000","1073389"
"New Mexico","Not a high school graduate",2010-01-01,"160000","1067298"
"New Mexico","High school diploma or GED",2010-01-01,"553000","1067298"
"New Mexico","Associate Degree",2010-01-01,"85000","1067298"
"New Mexico","Bachelor's Degree",2010-01-01,"155000","1067298"
"New Mexico","Graduate degree",2010-01-01,"112000","1067298"
"New Mexico","Not a high school graduate",2015-01-01,"153000","1055533"
"New Mexico","High school diploma or GED",2015-01-01,"538000","1055533"
"New Mexico","Associate Degree",2015-01-01,"91000","1055533"
"New Mexico","Bachelor's Degree",2015-01-01,"150000","1055533"
"New Mexico","Graduate degree",2015-01-01,"116000","1055533"
"New Mexico","Not a high school graduate",2014-01-01,"155000","1059142"
"New Mexico","High school diploma or GED",2014-01-01,"536000","1059142"
"New Mexico","Associate Degree",2014-01-01,"94000","1059142"
"New Mexico","Bachelor's Degree",2014-01-01,"163000","1059142"
"New Mexico","Graduate degree",2014-01-01,"109000","1059142"
"New Mexico","Not a high school graduate",2013-01-01,"149000","1065626"
"New Mexico","High school diploma or GED",2013-01-01,"538000","1065626"
"New Mexico","Associate Degree",2013-01-01,"92000","1065626"
"New Mexico","Bachelor's Degree",2013-01-01,"163000","1065626"
"New Mexico","Graduate degree",2013-01-01,"113000","1065626"
"New York","Not a high school graduate",2019-01-01,"1105000","10371086"
"New York","High school diploma or GED",2019-01-01,"4103000","10371086"
"New York","Associate Degree",2019-01-01,"984000","10371086"
"New York","Bachelor's Degree",2019-01-01,"2431000","10371086"
"New York","Graduate degree",2019-01-01,"1746000","10371086"
"New York","Not a high school graduate",2018-01-01,"1169000","10449556"
"New York","High school diploma or GED",2018-01-01,"4164000","10449556"
"New York","Associate Degree",2018-01-01,"982000","10449556"
"New York","Bachelor's Degree",2018-01-01,"2393000","10449556"
"New York","Graduate degree",2018-01-01,"1752000","10449556"
"New York","Not a high school graduate",2017-01-01,"1247000","10504240"
"New York","High school diploma or GED",2017-01-01,"4317000","10504240"
"New York","Associate Degree",2017-01-01,"1017000","10504240"
"New York","Bachelor's Degree",2017-01-01,"2370000","10504240"
"New York","Graduate degree",2017-01-01,"1709000","10504240"
"New York","Not a high school graduate",2016-01-01,"1265000","10549376"
"New York","High school diploma or GED",2016-01-01,"4338000","10549376"
"New York","Associate Degree",2016-01-01,"1002000","10549376"
"New York","Bachelor's Degree",2016-01-01,"2349000","10549376"
"New York","Graduate degree",2016-01-01,"1669000","10549376"
"New York","Not a high school graduate",2012-01-01,"1331000","10550666"
"New York","High school diploma or GED",2012-01-01,"4461000","10550666"
"New York","Associate Degree",2012-01-01,"990000","10550666"
"New York","Bachelor's Degree",2012-01-01,"2200000","10550666"
"New York","Graduate degree",2012-01-01,"1568000","10550666"
"New York","Not a high school graduate",2011-01-01,"1338000","10539917"
"New York","High school diploma or GED",2011-01-01,"4499000","10539917"
"New York","Associate Degree",2011-01-01,"970000","10539917"
"New York","Bachelor's Degree",2011-01-01,"2168000","10539917"
"New York","Graduate degree",2011-01-01,"1557000","10539917"
"New York","Not a high school graduate",2010-01-01,"1346000","10467750"
"New York","High school diploma or GED",2010-01-01,"4499000","10467750"
"New York","Associate Degree",2010-01-01,"963000","10467750"
"New York","Bachelor's Degree",2010-01-01,"2137000","10467750"
"New York","Graduate degree",2010-01-01,"1521000","10467750"
"New York","Not a high school graduate",2015-01-01,"1299000","10572016"
"New York","High school diploma or GED",2015-01-01,"4409000","10572016"
"New York","Associate Degree",2015-01-01,"991000","10572016"
"New York","Bachelor's Degree",2015-01-01,"2351000","10572016"
"New York","Graduate degree",2015-01-01,"1628000","10572016"
"New York","Not a high school graduate",2014-01-01,"1302000","10572193"
"New York","High school diploma or GED",2014-01-01,"4411000","10572193"
"New York","Associate Degree",2014-01-01,"1006000","10572193"
"New York","Bachelor's Degree",2014-01-01,"2299000","10572193"
"New York","Graduate degree",2014-01-01,"1625000","10572193"
"New York","Not a high school graduate",2013-01-01,"1309000","10568419"
"New York","High school diploma or GED",2013-01-01,"4409000","10568419"
"New York","Associate Degree",2013-01-01,"1014000","10568419"
"New York","Bachelor's Degree",2013-01-01,"2253000","10568419"
"New York","Graduate degree",2013-01-01,"1604000","10568419"
"North Carolina","Not a high school graduate",2019-01-01,"574000","5450031"
"North Carolina","High school diploma or GED",2019-01-01,"2437000","5450031"
"North Carolina","Associate Degree",2019-01-01,"579000","5450031"
"North Carolina","Bachelor's Degree",2019-01-01,"1196000","5450031"
"North Carolina","Graduate degree",2019-01-01,"650000","5450031"
"North Carolina","Not a high school graduate",2018-01-01,"577000","5409317"
"North Carolina","High school diploma or GED",2018-01-01,"2456000","5409317"
"North Carolina","Associate Degree",2018-01-01,"568000","5409317"
"North Carolina","Bachelor's Degree",2018-01-01,"1195000","5409317"
"North Carolina","Graduate degree",2018-01-01,"618000","5409317"
"North Carolina","Not a high school graduate",2017-01-01,"584000","5364866"
"North Carolina","High school diploma or GED",2017-01-01,"2469000","5364866"
"North Carolina","Associate Degree",2017-01-01,"541000","5364866"
"North Carolina","Bachelor's Degree",2017-01-01,"1165000","5364866"
"North Carolina","Graduate degree",2017-01-01,"602000","5364866"
"North Carolina","Not a high school graduate",2016-01-01,"594000","5313551"
"North Carolina","High school diploma or GED",2016-01-01,"2462000","5313551"
"North Carolina","Associate Degree",2016-01-01,"549000","5313551"
"North Carolina","Bachelor's Degree",2016-01-01,"1121000","5313551"
"North Carolina","Graduate degree",2016-01-01,"583000","5313551"
"North Carolina","Not a high school graduate",2012-01-01,"655000","5152186"
"North Carolina","High school diploma or GED",2012-01-01,"2511000","5152186"
"North Carolina","Associate Degree",2012-01-01,"492000","5152186"
"North Carolina","Bachelor's Degree",2012-01-01,"999000","5152186"
"North Carolina","Graduate degree",2012-01-01,"487000","5152186"
"North Carolina","Not a high school graduate",2011-01-01,"663000","5137493"
"North Carolina","High school diploma or GED",2011-01-01,"2502000","5137493"
"North Carolina","Associate Degree",2011-01-01,"498000","5137493"
"North Carolina","Bachelor's Degree",2011-01-01,"982000","5137493"
"North Carolina","Graduate degree",2011-01-01,"479000","5137493"
"North Carolina","Not a high school graduate",2010-01-01,"653000","5096504"
"North Carolina","High school diploma or GED",2010-01-01,"2518000","5096504"
"North Carolina","Associate Degree",2010-01-01,"487000","5096504"
"North Carolina","Bachelor's Degree",2010-01-01,"974000","5096504"
"North Carolina","Graduate degree",2010-01-01,"453000","5096504"
"North Carolina","Not a high school graduate",2015-01-01,"624000","5258486"
"North Carolina","High school diploma or GED",2015-01-01,"2475000","5258486"
"North Carolina","Associate Degree",2015-01-01,"526000","5258486"
"North Carolina","Bachelor's Degree",2015-01-01,"1067000","5258486"
"North Carolina","Graduate degree",2015-01-01,"555000","5258486"
"North Carolina","Not a high school graduate",2014-01-01,"625000","5214435"
"North Carolina","High school diploma or GED",2014-01-01,"2481000","5214435"
"North Carolina","Associate Degree",2014-01-01,"522000","5214435"
"North Carolina","Bachelor's Degree",2014-01-01,"1044000","5214435"
"North Carolina","Graduate degree",2014-01-01,"529000","5214435"
"North Carolina","Not a high school graduate",2013-01-01,"647000","5180728"
"North Carolina","High school diploma or GED",2013-01-01,"2468000","5180728"
"North Carolina","Associate Degree",2013-01-01,"497000","5180728"
"North Carolina","Bachelor's Degree",2013-01-01,"1027000","5180728"
"North Carolina","Graduate degree",2013-01-01,"524000","5180728"
"North Dakota","Not a high school graduate",2019-01-01,"19000","379446"
"North Dakota","High school diploma or GED",2019-01-01,"179000","379446"
"North Dakota","Associate Degree",2019-01-01,"62000","379446"
"North Dakota","Bachelor's Degree",2019-01-01,"90000","379446"
"North Dakota","Graduate degree",2019-01-01,"35000","379446"
"North Dakota","Not a high school graduate",2018-01-01,"23000","379665"
"North Dakota","High school diploma or GED",2018-01-01,"175000","379665"
"North Dakota","Associate Degree",2018-01-01,"64000","379665"
"North Dakota","Bachelor's Degree",2018-01-01,"92000","379665"
"North Dakota","Graduate degree",2018-01-01,"30000","379665"
"North Dakota","Not a high school graduate",2017-01-01,"19000","380218"
"North Dakota","High school diploma or GED",2017-01-01,"178000","380218"
"North Dakota","Associate Degree",2017-01-01,"58000","380218"
"North Dakota","Bachelor's Degree",2017-01-01,"92000","380218"
"North Dakota","Graduate degree",2017-01-01,"37000","380218"
"North Dakota","Not a high school graduate",2016-01-01,"21000","381591"
"North Dakota","High school diploma or GED",2016-01-01,"181000","381591"
"North Dakota","Associate Degree",2016-01-01,"60000","381591"
"North Dakota","Bachelor's Degree",2016-01-01,"90000","381591"
"North Dakota","Graduate degree",2016-01-01,"33000","381591"
"North Dakota","Not a high school graduate",2012-01-01,"17000","356888"
"North Dakota","High school diploma or GED",2012-01-01,"177000","356888"
"North Dakota","Associate Degree",2012-01-01,"52000","356888"
"North Dakota","Bachelor's Degree",2012-01-01,"79000","356888"
"North Dakota","Graduate degree",2012-01-01,"33000","356888"
"North Dakota","Not a high school graduate",2011-01-01,"18000","350607"
"North Dakota","High school diploma or GED",2011-01-01,"176000","350607"
"North Dakota","Associate Degree",2011-01-01,"53000","350607"
"North Dakota","Bachelor's Degree",2011-01-01,"77000","350607"
"North Dakota","Graduate degree",2011-01-01,"26000","350607"
"North Dakota","Not a high school graduate",2010-01-01,"18000","345414"
"North Dakota","High school diploma or GED",2010-01-01,"172000","345414"
"North Dakota","Associate Degree",2010-01-01,"48000","345414"
"North Dakota","Bachelor's Degree",2010-01-01,"78000","345414"
"North Dakota","Graduate degree",2010-01-01,"29000","345414"
"North Dakota","Not a high school graduate",2015-01-01,"19000","382116"
"North Dakota","High school diploma or GED",2015-01-01,"186000","382116"
"North Dakota","Associate Degree",2015-01-01,"58000","382116"
"North Dakota","Bachelor's Degree",2015-01-01,"91000","382116"
"North Dakota","Graduate degree",2015-01-01,"32000","382116"
"North Dakota","Not a high school graduate",2014-01-01,"20000","373570"
"North Dakota","High school diploma or GED",2014-01-01,"185000","373570"
"North Dakota","Associate Degree",2014-01-01,"59000","373570"
"North Dakota","Bachelor's Degree",2014-01-01,"80000","373570"
"North Dakota","Graduate degree",2014-01-01,"30000","373570"
"North Dakota","Not a high school graduate",2013-01-01,"20000","366502"
"North Dakota","High school diploma or GED",2013-01-01,"178000","366502"
"North Dakota","Associate Degree",2013-01-01,"58000","366502"
"North Dakota","Bachelor's Degree",2013-01-01,"81000","366502"
"North Dakota","Graduate degree",2013-01-01,"28000","366502"
"Ohio","Not a high school graduate",2019-01-01,"484000","6010328"
"Ohio","High school diploma or GED",2019-01-01,"3070000","6010328"
"Ohio","Associate Degree",2019-01-01,"579000","6010328"
"Ohio","Bachelor's Degree",2019-01-01,"1195000","6010328"
"Ohio","Graduate degree",2019-01-01,"679000","6010328"
"Ohio","Not a high school graduate",2018-01-01,"482000","6030065"
"Ohio","High school diploma or GED",2018-01-01,"3104000","6030065"
"Ohio","Associate Degree",2018-01-01,"580000","6030065"
"Ohio","Bachelor's Degree",2018-01-01,"1177000","6030065"
"Ohio","Graduate degree",2018-01-01,"687000","6030065"
"Ohio","Not a high school graduate",2017-01-01,"512000","6041626"
"Ohio","High school diploma or GED",2017-01-01,"3139000","6041626"
"Ohio","Associate Degree",2017-01-01,"596000","6041626"
"Ohio","Bachelor's Degree",2017-01-01,"1135000","6041626"
"Ohio","Graduate degree",2017-01-01,"659000","6041626"
"Ohio","Not a high school graduate",2016-01-01,"509000","6045169"
"Ohio","High school diploma or GED",2016-01-01,"3166000","6045169"
"Ohio","Associate Degree",2016-01-01,"587000","6045169"
"Ohio","Bachelor's Degree",2016-01-01,"1134000","6045169"
"Ohio","Graduate degree",2016-01-01,"641000","6045169"
"Ohio","Not a high school graduate",2012-01-01,"545000","6060716"
"Ohio","High school diploma or GED",2012-01-01,"3302000","6060716"
"Ohio","Associate Degree",2012-01-01,"559000","6060716"
"Ohio","Bachelor's Degree",2012-01-01,"1067000","6060716"
"Ohio","Graduate degree",2012-01-01,"589000","6060716"
"Ohio","Not a high school graduate",2011-01-01,"569000","6095649"
"Ohio","High school diploma or GED",2011-01-01,"3366000","6095649"
"Ohio","Associate Degree",2011-01-01,"543000","6095649"
"Ohio","Bachelor's Degree",2011-01-01,"1033000","6095649"
"Ohio","Graduate degree",2011-01-01,"591000","6095649"
"Ohio","Not a high school graduate",2010-01-01,"569000","6087561"
"Ohio","High school diploma or GED",2010-01-01,"3345000","6087561"
"Ohio","Associate Degree",2010-01-01,"554000","6087561"
"Ohio","Bachelor's Degree",2010-01-01,"1050000","6087561"
"Ohio","Graduate degree",2010-01-01,"577000","6087561"
"Ohio","Not a high school graduate",2015-01-01,"517000","6048970"
"Ohio","High school diploma or GED",2015-01-01,"3205000","6048970"
"Ohio","Associate Degree",2015-01-01,"592000","6048970"
"Ohio","Bachelor's Degree",2015-01-01,"1118000","6048970"
"Ohio","Graduate degree",2015-01-01,"625000","6048970"
"Ohio","Not a high school graduate",2014-01-01,"544000","6050780"
"Ohio","High school diploma or GED",2014-01-01,"3199000","6050780"
"Ohio","Associate Degree",2014-01-01,"579000","6050780"
"Ohio","Bachelor's Degree",2014-01-01,"1101000","6050780"
"Ohio","Graduate degree",2014-01-01,"638000","6050780"
"Ohio","Not a high school graduate",2013-01-01,"547000","6053120"
"Ohio","High school diploma or GED",2013-01-01,"3237000","6053120"
"Ohio","Associate Degree",2013-01-01,"568000","6053120"
"Ohio","Bachelor's Degree",2013-01-01,"1090000","6053120"
"Ohio","Graduate degree",2013-01-01,"612000","6053120"
"Oklahoma","Not a high school graduate",2019-01-01,"222000","1990055"
"Oklahoma","High school diploma or GED",2019-01-01,"1065000","1990055"
"Oklahoma","Associate Degree",2019-01-01,"168000","1990055"
"Oklahoma","Bachelor's Degree",2019-01-01,"356000","1990055"
"Oklahoma","Graduate degree",2019-01-01,"173000","1990055"
"Oklahoma","Not a high school graduate",2018-01-01,"222000","1988861"
"Oklahoma","High school diploma or GED",2018-01-01,"1080000","1988861"
"Oklahoma","Associate Degree",2018-01-01,"171000","1988861"
"Oklahoma","Bachelor's Degree",2018-01-01,"345000","1988861"
"Oklahoma","Graduate degree",2018-01-01,"171000","1988861"
"Oklahoma","Not a high school graduate",2017-01-01,"224000","1990392"
"Oklahoma","High school diploma or GED",2017-01-01,"1070000","1990392"
"Oklahoma","Associate Degree",2017-01-01,"174000","1990392"
"Oklahoma","Bachelor's Degree",2017-01-01,"353000","1990392"
"Oklahoma","Graduate degree",2017-01-01,"164000","1990392"
"Oklahoma","Not a high school graduate",2016-01-01,"226000","1990708"
"Oklahoma","High school diploma or GED",2016-01-01,"1068000","1990708"
"Oklahoma","Associate Degree",2016-01-01,"173000","1990708"
"Oklahoma","Bachelor's Degree",2016-01-01,"357000","1990708"
"Oklahoma","Graduate degree",2016-01-01,"160000","1990708"
"Oklahoma","Not a high school graduate",2012-01-01,"231000","1953761"
"Oklahoma","High school diploma or GED",2012-01-01,"1079000","1953761"
"Oklahoma","Associate Degree",2012-01-01,"157000","1953761"
"Oklahoma","Bachelor's Degree",2012-01-01,"335000","1953761"
"Oklahoma","Graduate degree",2012-01-01,"150000","1953761"
"Oklahoma","Not a high school graduate",2011-01-01,"236000","1951154"
"Oklahoma","High school diploma or GED",2011-01-01,"1072000","1951154"
"Oklahoma","Associate Degree",2011-01-01,"153000","1951154"
"Oklahoma","Bachelor's Degree",2011-01-01,"341000","1951154"
"Oklahoma","Graduate degree",2011-01-01,"150000","1951154"
"Oklahoma","Not a high school graduate",2010-01-01,"229000","1937639"
"Oklahoma","High school diploma or GED",2010-01-01,"1095000","1937639"
"Oklahoma","Associate Degree",2010-01-01,"148000","1937639"
"Oklahoma","Bachelor's Degree",2010-01-01,"323000","1937639"
"Oklahoma","Graduate degree",2010-01-01,"145000","1937639"
"Oklahoma","Not a high school graduate",2015-01-01,"235000","1983890"
"Oklahoma","High school diploma or GED",2015-01-01,"1087000","1983890"
"Oklahoma","Associate Degree",2015-01-01,"160000","1983890"
"Oklahoma","Bachelor's Degree",2015-01-01,"347000","1983890"
"Oklahoma","Graduate degree",2015-01-01,"153000","1983890"
"Oklahoma","Not a high school graduate",2014-01-01,"233000","1971070"
"Oklahoma","High school diploma or GED",2014-01-01,"1084000","1971070"
"Oklahoma","Associate Degree",2014-01-01,"159000","1971070"
"Oklahoma","Bachelor's Degree",2014-01-01,"337000","1971070"
"Oklahoma","Graduate degree",2014-01-01,"155000","1971070"
"Oklahoma","Not a high school graduate",2013-01-01,"239000","1963546"
"Oklahoma","High school diploma or GED",2013-01-01,"1080000","1963546"
"Oklahoma","Associate Degree",2013-01-01,"155000","1963546"
"Oklahoma","Bachelor's Degree",2013-01-01,"337000","1963546"
"Oklahoma","Graduate degree",2013-01-01,"147000","1963546"
"Oregon","Not a high school graduate",2019-01-01,"198000","2223901"
"Oregon","High school diploma or GED",2019-01-01,"1032000","2223901"
"Oregon","Associate Degree",2019-01-01,"208000","2223901"
"Oregon","Bachelor's Degree",2019-01-01,"491000","2223901"
"Oregon","Graduate degree",2019-01-01,"291000","2223901"
"Oregon","Not a high school graduate",2018-01-01,"218000","2213681"
"Oregon","High school diploma or GED",2018-01-01,"1018000","2213681"
"Oregon","Associate Degree",2018-01-01,"210000","2213681"
"Oregon","Bachelor's Degree",2018-01-01,"489000","2213681"
"Oregon","Graduate degree",2018-01-01,"277000","2213681"
"Oregon","Not a high school graduate",2017-01-01,"202000","2201559"
"Oregon","High school diploma or GED",2017-01-01,"1028000","2201559"
"Oregon","Associate Degree",2017-01-01,"206000","2201559"
"Oregon","Bachelor's Degree",2017-01-01,"483000","2201559"
"Oregon","Graduate degree",2017-01-01,"274000","2201559"
"Oregon","Not a high school graduate",2016-01-01,"210000","2176356"
"Oregon","High school diploma or GED",2016-01-01,"1029000","2176356"
"Oregon","Associate Degree",2016-01-01,"203000","2176356"
"Oregon","Bachelor's Degree",2016-01-01,"455000","2176356"
"Oregon","Graduate degree",2016-01-01,"271000","2176356"
"Oregon","Not a high school graduate",2012-01-01,"202000","2094488"
"Oregon","High school diploma or GED",2012-01-01,"1056000","2094488"
"Oregon","Associate Degree",2012-01-01,"187000","2094488"
